ID,Title,CompanyName,FundRaiseAmount,RaisedFundAmount,InvestorsCount,ExpectedReturnRate,CollateralType,Duration,FundRaisingEndDate,PlatformID,PlatformName,PlatformCode,URL,BannerURL,PlatformWebsite
677bd40c8910956d6a4410fb," تامین سرمایه در گردش خرید ملزومات چاپ افست(مرکب و انواع کوتینگ)",شرکت ترام چاپ سپاهان (سهامی خاص),250000000000,250000000000,0,40.000000,ضمانت بانکی اصل سرمایه,12,2025-02-04T20:30:00.000Z,6710a50101b4f1cf53540c9b,پولسار,pulsar,/api/fund-raises/resolve?id=677bd40c8910956d6a4410fb,https://carinx.ir/files/31993a5bf3f03ecd318a5b40ac38da43782d1ce34c8b9d2156ea5e67d662b09d.jpg.jpg,pulsar.ir
677a1ffce7d95312750af8d6,تامین سرمایه در گردش پرورش جوجه یک روزه گوشتی,سوین جوجه زرین اردبیل,500000000000,500000000000,633,42.000000,اصل سرمایه,دوازده ماهه,2025-02-03T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=677a1ffce7d95312750af8d6,https://carinx.ir/files/238b97ea6dc54cde267fdbdcb2fb735cb69835a0bedca4fae15b6c6f80a041e5.jpg.jpg,hamafarin.ir
67793f09212dbf6872f25eec,طرح تامین سرمایه در گردش خرید و صادرات سیب,شرکت توسعه تجارت شمیلا (سهامی‌خاص),250000000000,250000000000,0,40.000000,تضمین بانکی اصل سرمایه به همراه تعهد بازخرید توسط متقاضی در سررسید,12,2025-02-02T20:30:00.000Z,6710a50101b4f1cf53540c9b,پولسار,pulsar,/api/fund-raises/resolve?id=67793f09212dbf6872f25eec,https://carinx.ir/files/215e064b711c9475bb7fe9fedd1c822e4144c91d759ae5f02cf895aed25cdea9.jpg.jpg,pulsar.ir
67851c9564cbbc162cb1a107,تامین سرمایه در گردش تجارت ورق فولادی فرانام,توسعه تجارت فرانام,70000000000,70000000000,231,43.500000,ضمانت‌نامه تعهد پرداخت,12 ماه,2025-02-02T20:29:59.000Z,671920fb2beca8e06873b117,دونگی,dongi,/api/fund-raises/resolve?id=67851c9564cbbc162cb1a107,https://carinx.ir/files/cd2c100a68589b6f03b9c0e3bdb7629b37703b6981bd023e368be6e86acc2445.jpg.jpg,dongi.ir
678376ae63eddf6e606fc116,تامین سرمایه در گردش جهت تولید انواع ورق تست لاینر شرکت پاک پویای مهر,شرکت پاک پویای مهر,100000000000,44290000000,263,45.000000,,,2025-01-31T20:29:59.000Z,671920fb2beca8e06873b117,دونگی,dongi,/api/fund-raises/resolve?id=678376ae63eddf6e606fc116,https://carinx.ir/files/4ebdb40c85b50dd546040cc36d76d21cb892437b6c6ae9effa3127bf6c569bee.jpg.jpg,dongi.ir
677d3391b8c98ba54a022e2e,تامین سرمایه در گردش سنگ اسلب مرمریت,آوانداد,249344350000,249344350000,275,40.000000,ضمانت بانک ملی ایران,12 ماه,2025-01-31T00:00:00.000Z,66bb1726b00764d4281ff2f7,زیما,zeema,/api/fund-raises/resolve?id=677d3391b8c98ba54a022e2e,https://carinx.ir/files/681a98a5d09442aa1e21871b8168e9a2c5c099032e527e0ac38b8aa963934f45.jpg.jpg,zeema.fund
6774d2f611a260245973ef6a,تامین سرمایه در گردش تولید جوجه یک روزه,آرتا جوجه سبلان,500000000000,500000000000,413,42.000000,اصل سرمایه,دوازده ماهه,2025-01-30T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=6774d2f611a260245973ef6a,https://carinx.ir/files/ec4ae465d0caa4cb241c2dbd3d995760e3a20b0bdfd37cc8f0b18e2e6c8be200.jpg.jpg,hamafarin.ir
6773f1fc8148faf02b3dff19,تولید پودر پریمیکس پروتئین شیر,تولیدی شوآن گروه پارسه,250000000000,250000000000,356,43.000000,ضمانت‌نامه تعهد پرداخت اصل سرمایه,12 ماهه,2025-01-29T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=6773f1fc8148faf02b3dff19,https://carinx.ir/files/74066c217c8f3c40f9d2f35bfa0ea735a6fe94b431c87ff9a6c2f4be8a17f33a.jpg,karencrowd.com
6782253756a24ee647381205,تامین سرمایه در گردش جهت خرید و فروش کالای مصرفی و غذایی سادات,سپاهان پخش سادات,100000000000,100000000000,420,45.000000,,,2025-01-28T20:29:59.000Z,671920fb2beca8e06873b117,دونگی,dongi,/api/fund-raises/resolve?id=6782253756a24ee647381205,https://carinx.ir/files/f33cedbbe4b838f81497538171f4676c837960514f96b81b0dde1b3c732ccfd4.jpg.jpg,dongi.ir
6770f39fd0c3f8adccfa36fd,تامین سرمایه در گردش خرید و فروش واکسن اورنی براون,نیکو ژن آریا (10320842514),199922555000,199922555000,266,41.000000,ضمانت بانک ملی ایران,12 ماه,2025-01-28T00:00:00.000Z,66bb1726b00764d4281ff2f7,زیما,zeema,/api/fund-raises/resolve?id=6770f39fd0c3f8adccfa36fd,https://carinx.ir/files/feb0c9f49db16e62b1ebd7a22f42d3973737d71f3b2f153ccd526c56501bf987.jpg.jpg,zeema.fund
67711dbd7a3e670487362806,تامین سرمایه در گردش جهت فروش چارتر پرواز داخلی,ایدآل سفر پارسیان,50000000000,50000000000,142,42.000000,اصل سرمایه,دوازده ماهه,2025-01-27T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=67711dbd7a3e670487362806,https://carinx.ir/files/1754e0f5dbeb6dcdf803692c4a4ad80be2d147925057bc4bf34beb8f5590f9a9.jpg.jpg,hamafarin.ir
677d02631eed3fdb157b6272,تامین سرمایه در گردش تجارت میلگرد فولادی فرانام,توسعه تجارت فرانام,180000000000,180000000000,530,45.000000,ضمانت‌نامه حسن انجام تعهدات,12 ماه,2025-01-27T20:29:59.000Z,671920fb2beca8e06873b117,دونگی,dongi,/api/fund-raises/resolve?id=677d02631eed3fdb157b6272,https://carinx.ir/files/d46e25ace42124d68038da225ad067088ebffa9ce431801b6379a137dbc0260f.jpg.jpg,dongi.ir
676fb02afe54cba4e6c6dfe9,تامین سرمایه در گردش خرید و صادرات کیوی ,شرکت توسعه تجارت شمیلا (سهامی‌خاص),250000000000,250000000000,0,40.000000,تضمین بانکی اصل سرمایه به همراه تعهد بازخرید توسط متقاضی در سررسید,12,2025-01-26T20:30:00.000Z,6710a50101b4f1cf53540c9b,پولسار,pulsar,/api/fund-raises/resolve?id=676fb02afe54cba4e6c6dfe9,https://carinx.ir/files/41a988fb8ae30f6a2c97afa4a3e7d168343a3757c0e50dfc945dd7f7bec58a7c.jpg.jpg,pulsar.ir
677b949b8f4c461364096183,تأمین مالی جمعی تأمین سرمایه در گردش تولید و فروش انواع یخچال فریزر,کلور ایرانیان شرق,250000000000,250000000000,152,40.000000,ضمانتنامه تعهد پرداخت صندوق,12,2025-01-26T03:30:00.000Z,66654ff356281b865f07d8e3,کاریزما‌,charisma,/api/fund-raises/resolve?id=677b949b8f4c461364096183,https://carinx.ir/files/782e225cb7b3675528b08ab3bd6a795eee4ef65603e14568531ea02481609c7b.jpg.bak,crowd.charisma.ir
677a4a416648de63badf5de6,تامین سرمایه در گردش بازرگانی میلگرد,اروین تجارت تاو,100000000000,100000000000,401,22.500000,ضمانت شخص ثالث,6 ماه,2025-01-25T20:29:59.000Z,671920fb2beca8e06873b117,دونگی,dongi,/api/fund-raises/resolve?id=677a4a416648de63badf5de6,https://carinx.ir/files/243acfeabe505a86fea4173c260da06f9984ffcd7aa4bbb5d457c2957ca5fafd.jpg.jpg,dongi.ir
678256621e9c55f5cc2ae701,تامین سرمایه در گردش شرکت فروشگاه‌های زنجیره‌ای اوشانک جهت خرید و فروش گروه محصولات لبنیات و گروه محصولات شوینده,فروشگاه‌های زنجیره‌ای اوشانک,250000000000,250000000000,67,34.000000,ضمانت نامه تعهد پرداخت,12 ماه,2025-01-24T20:30:00.000Z,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=678256621e9c55f5cc2ae701,https://carinx.ir/files/9af3bf4900ef04c3b8ac4477ea93900bb9b4454fd899182d02fc3d5612a4f58b.jpg,ibcrowd.ir
677a2e229c2fd91498489dcd,تامین سرمایه در گردش تجارت ورق فولادی انبوه‌سازان,انبوه سازان معاصر شرق,100000000000,100000000000,375,22.500000,ضمانت شخص ثالث,6 ماه,2025-01-24T20:29:59.000Z,671920fb2beca8e06873b117,دونگی,dongi,/api/fund-raises/resolve?id=677a2e229c2fd91498489dcd,https://carinx.ir/files/ad27ce268821af31b8e1d9b2232a5f47021f214cd336f8ee6f30740876be9b82.jpg.jpg,dongi.ir
6778ce8c68c7b2856c32d6b2,تامین سرمایه در گردش تولید ورق ام‌دی‌اف با روکش هایگلاس گلسار,آسیا نگار گلسار,200000000000,200000000000,617,44.000000,ضمانت‌نامه تعهد پرداخت,12 ماه,2025-01-24T20:29:59.000Z,671920fb2beca8e06873b117,دونگی,dongi,/api/fund-raises/resolve?id=6778ce8c68c7b2856c32d6b2,https://carinx.ir/files/fb1032d703d52bea843ef79e3e322b93ac55efc41b044b8279c8ee7015b8f3bf.jpg.jpg,dongi.ir
677e16ebd282b5788c0b2a9b,تامین سرمایه در گردش جهت تجهیز تم‌پارک و شهربازی جزیره کیش,شرکت گردشگری پارس گستران ژرف,200000000000,200000000000,268,44.000000,ضمانت وثیقه ملکی,12,2025-01-22T20:30:00.000Z,677e1588c1b42fa598149969,سپهرینو,sepehrino,/api/fund-raises/resolve?id=677e16ebd282b5788c0b2a9b,https://carinx.ir/files/02926654e4faa83f920abd3226dc1fb128dd46b2b95a6c732591af6cc7278977.jpg.jpg,sepehrino.com
676ab07cd660f29376b09881,بازرگانی لوازم یک‌بار مصرف پلیمری,قائم پخش آدرین,70000000000,70000000000,256,44.000000,ضمانت‌نامه تعهد پرداخت اصل سرمایه,12 ماهه,2025-01-22T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=676ab07cd660f29376b09881,https://carinx.ir/files/44e068e8f3d9214f54d681f4503b4700674083daa338ee80a1090e42c72ebdb3.jpg,karencrowd.com
6786c95ca3eef9752ceaedca,تأمین سرمایه در گردش جهت تولید سرخ کن مدل 547,شرکت طنین اقتدار پارس,250000000000,250000000000,315,42.000000,,,2025-01-21T20:30:00.000Z,66654ff356281b865f07d8e6,حلال فاند,halalfund,/api/fund-raises/resolve?id=6786c95ca3eef9752ceaedca,https://carinx.ir/files/9ebb9ece361b618d6beba0cc50ecbf2411c47123b7d9d2a2844fa2ca77638032.jpg.jpg,halalfund.ir
67692db601fd133cd8d29d1f,تامین سرمایه در گردش جهت تولید انواع سیم و کابل افشان مسی سایز 1 الی 4,تعاونی تولیدی سیم و کابل دامغان,250000000000,250000000000,552,41.500000,اصل سرمایه,دوازده ماهه,2025-01-21T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=67692db601fd133cd8d29d1f,https://carinx.ir/files/883a18c8929282b2a4cf0fc6ed758ac941a56db2e505f35536bf3cf9a2ac933b.jpg.jpg,hamafarin.ir
676918a4f8eb92e464ac22c8,تامین سرمایه در گردش جهت تولید پاکت های کامپوزیت,تولیدی اصفهان مقدم,260000000000,260000000000,414,42.000000,اصل سرمایه,دوازده ماهه,2025-01-21T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=676918a4f8eb92e464ac22c8,https://carinx.ir/files/9666e1aa13a9182eba831181f69a422555667a0220e44eeda1b5b45762819477.jpg.jpg,hamafarin.ir
6767b2107fd59c3859523025,تامین خوراک دام دامپروری «تلیسه»,کشاورزی و دامپروری تلیسه اصیل جهان,250000000000,250000000000,55,41.000000,ضمانت‌نامه تعهد پرداخت اصل سرمایه,12 ماهه,2025-01-20T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=6767b2107fd59c3859523025,https://carinx.ir/files/fe5af50293331928fd295e12a9c87fbf232cb6ffc899468bba1542611e6864e6.jpg,karencrowd.com
6772370d0772d0e089955bd0,تامین سرمایه در گردش جهت خرید و فروش شوینده‌های آدرین,قائم پخش آدرین,100000000000,100000000000,385,45.000000,چک و سفته سرمایه‌پذیر,12 ماه,2025-01-19T20:29:59.000Z,671920fb2beca8e06873b117,دونگی,dongi,/api/fund-raises/resolve?id=6772370d0772d0e089955bd0,https://carinx.ir/files/070222858bc1e44b87ac21b5679fbd0f2c9bdac04015fb5e2f811f5c88c28da3.jpg.jpg,dongi.ir
677e6ff0f81c16674fc809fe,تأمین سرمایه در گردش جهت تولید پارچه پرده ای,نگارین تکمیل یزد,100000000000,100000000000,164,42.000000,ضمانت نامه  از سوی بانک سپه با شناسه سپام: 0049203640353706 صادر شده که تا تاریخ 1404/10/10 معتبر می باشد و با درخواست شرکت سامانه تامین هوشمند نوآفرینان ایرانیان تا زمان مورد درخواست این شرکت قابل تمدید است.,12 ماه,2025-01-17T20:30:00.000Z,6666883dc443c3217a786784,آی فاند,ifund,/api/fund-raises/resolve?id=677e6ff0f81c16674fc809fe,https://carinx.ir/files/dd1b998cc6b5decc283dd0da5cada6cddb22c32abc8c42e01722c40bd1bf7800.jpg.jpg,ifund.ir
67616ef5a3f80d5be42a70c9,تولید و فروش شیر خام,کشاورزی و دامداری چالتاسیان,250000000000,250000000000,118,41.000000,ضمانت‌نامه تعهد پرداخت اصل سرمایه,12 ماهه,2025-01-15T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=67616ef5a3f80d5be42a70c9,https://carinx.ir/files/da1c719d9239e0f44ae58456306823c73f98edefef43ce94ccacb952125571c9.jpg,karencrowd.com
675ea1b3234aeff8639886e3,تامین سرمایه در گردش جهت تولید آنزیم مواد شوینده,توسعه بن دا فرآور,250000000000,250000000000,440,42.000000,اصل سرمایه,دوازده ماهه,2025-01-15T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=675ea1b3234aeff8639886e3,https://carinx.ir/files/7d95efef12618275ddebf523505ab0852b053ccf47b4c1aba7c6e2dcfc00e398.jpg.jpg,hamafarin.ir
67611a914296d31be32864df,تولید اسپری بینی ضد آنفولانزا کلدانیز پلاس,نفس زیست فارمد,150000000000,150039573000,332,45.000000,ضمانت‌نامه تعهد پرداخت اصل سرمایه,12 ماهه,2025-01-14T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=67611a914296d31be32864df,https://carinx.ir/files/c436faadcdef26a6d31e58383057522c487915ae9a5cf9e3000970ce0d3744e6.jpg,karencrowd.com
6760247e1d991a857974ca6f,طرح تامین سرمایه در گردش تولید 270 تن انواع جعبه مقوایی بسته‌بندی,شرکت ترام چاپ سپاهان (سهامی خاص),250000000000,250000000000,0,40.000000,تضمین بانکی اصل سرمایه به همراه تعهد بازخرید توسط متقاضی در سررسید,12,2025-01-14T20:30:00.000Z,6710a50101b4f1cf53540c9b,پولسار,pulsar,/api/fund-raises/resolve?id=6760247e1d991a857974ca6f,https://carinx.ir/files/5e879882ac85ee0d2eee2094f89c4ea6c856290da9cb95b60f3894ee44d13dd5.jpg.jpg,pulsar.ir
6773b9b3573aa656b735400a,سرمایه¬گذاری و مشارکت در تکمیل بخشی از پروژه مجتمع مسکونی باران 3 شرکت آرمان فروزان هشتم طوس,آرمان فروزان هشتم طوس,250000000000,250000000000,72,34.000000,ضمانت نامه تعهد پرداخت,12 ماه,2025-01-13T20:30:00.000Z,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=6773b9b3573aa656b735400a,https://carinx.ir/files/3834d1f1d2338cecdac3ed9fd746709aea9a05067144444d19131ebb7354c095.jpg,ibcrowd.ir
677f8215c62c94c78edfc25c,تأمین سرمایه در گردش جهت تولید انواع خوراک مرغ (پِلِت),پارسادان طبرستان,100000000000,100000000000,213,42.000000,,,2025-01-12T20:30:00.000Z,66654ff356281b865f07d8e6,حلال فاند,halalfund,/api/fund-raises/resolve?id=677f8215c62c94c78edfc25c,https://carinx.ir/files/16bb26f188a1061184144b001534c3c2c613c5775845f8f84e058501037f0d80.jpg.jpg,halalfund.ir
677e3095a6699ab65e3b809f,تأمین سرمایه در گردش جهت تولید روفرشی,ریسندگی و بافندگی زرباف یزد,250000000000,250000000000,277,42.000000,,,2025-01-11T20:30:00.000Z,66654ff356281b865f07d8e6,حلال فاند,halalfund,/api/fund-raises/resolve?id=677e3095a6699ab65e3b809f,https://carinx.ir/files/17fe7a5e767fcfd3a7b8d9cc49d4c18331068d71de78d05d7051162752355a19.jpg.jpg,halalfund.ir
676fb71b2962ee52e3d06a49,تأمین مالی جمعی تأمین سرمایه در گردش تولید و فروش آلیاژهای ساده کربنی,شرکت شایسته فولاد آسیا,150000000000,150000000000,70,39.000000,ضمانتنامه تعهد پرداخت بانکی,12,2025-01-11T03:30:00.000Z,66654ff356281b865f07d8e3,کاریزما‌,charisma,/api/fund-raises/resolve?id=676fb71b2962ee52e3d06a49,https://carinx.ir/files/fd51ed5ffa99bb4d5dc0ce8e47ad29d846cb09789e4fd2aca2a104fdde19b02b.jpg,crowd.charisma.ir
675977dc6fa3e3d3cdc4c876,تولید و فروش میلگرد آجدار,سپهر کیان هیرسا,200000000000,200000000000,479,45.000000,ضمانت‌نامه تعهد پرداخت اصل سرمایه,12 ماهه,2025-01-09T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=675977dc6fa3e3d3cdc4c876,https://carinx.ir/files/9b17ad1d9b532f831b175cdf2d28b77b8423e1a0fec7f24a6244dd628b8e8739.jpg,karencrowd.com
677d30dcecb0ab05d77fd59a,تأمین سرمایه در گردش تولید انواع جعبه مقوایی,شرکت چاپ و بسته بندی ماتریس نقش آفرین,70000000000,70000000000,165,44.000000,ضمانت‌نامه این طرح  از سوی صندوق پژوهش و فناوری غیردولتی اصفهان با شماره ضمانت نامه: 1214814031217434  که تا تاریخ 1404/09/25 معتبر می‌باشد صادر شده و با درخواست شرکت سامانه تامین هوشمند نوآفرینان ایرانیان تا زمان مورد درخواست این شرکت قابل تمدید است.,12 ماه,2025-01-08T20:30:00.000Z,6666883dc443c3217a786784,آی فاند,ifund,/api/fund-raises/resolve?id=677d30dcecb0ab05d77fd59a,https://carinx.ir/files/c75621bc12de2025ad9cf79c207c1eb1b046b6a8b35b8dd79070ab0a11dd4296.jpg.jpg,ifund.ir
676a8d4cdc455ccee10795c5,تأمین سرمایه در گردش برای تولید کولر اکسترا دو تکه BLDC,توسعه فناوری های سبز بهساز,60000000000,60000000000,123,44.000000,ضمانت‌نامه این طرح  از سوی صندوق ضمانت صنایع کوچک با شماره ضمانت نامه: 7-193752-1403 که تا تاریخ 1404/09/18 معتبر می¬باشد صادر شده و با درخواست شرکت سامانه تامین هوشمند نوآفرینان ایرانیان تا زمان مورد درخواست این شرکت قابل تمدید است.,12 ماه,2025-01-02T20:30:00.000Z,6666883dc443c3217a786784,آی فاند,ifund,/api/fund-raises/resolve?id=676a8d4cdc455ccee10795c5,https://carinx.ir/files/e804c4816a0e4df871cede423bccd6c4b83f703fc178b60e55874b9d74c9520b.jfif.jpg,ifund.ir
675036532b80eb69dac5135d,تامین سرمایه در گردش جهت واردات و فروش برنج,زرین صنعت سرو,250000000000,250000000000,382,42.000000,اصل سرمایه,دوازده ماهه,2025-01-02T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=675036532b80eb69dac5135d,https://carinx.ir/files/72d28362fc52176319f6a497e81219dce7bc4f11ac69c5fd71c471fec23d24cb.jpg.jpg,hamafarin.ir
674ff706558c6582c77f1e85,تامین سرمایه در گردش جهت تولید کود آلی بیولوژیک,زیست فناور هانا,250000000000,250000000000,546,42.000000,اصل سرمایه,دوازده ماهه,2025-01-02T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=674ff706558c6582c77f1e85,https://carinx.ir/files/5a68cac8ef973165d69c503398c61bed51ef761cb83ddfe9069c1de16de57f03.jpg.jpg,hamafarin.ir
674ed6ca5f4b261ff9821612,پوشاک و اسباب‌بازی فروشگاه «خانه ایرانی»,شکوه آفرینان یاس شفیع,30000000000,30000000000,89,43.000000,ضمانت‌نامه تعهد پرداخت اصل سرمایه,12 ماهه,2025-01-01T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=674ed6ca5f4b261ff9821612,https://carinx.ir/files/ebf07bc32459abf6f9a7006ad1c15e4dfeb3071677c8cb5c886454fa0878a4cb.jpg,karencrowd.com
674b0c74bfe377a1dac3c655,تامین سرمایه در گردش جهت تولید کارت های مغناطیسی,گلچین رسانه هوشمند,250000000000,250000000000,547,42.000000,اصل سرمایه,دوازده ماهه,2024-12-29T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=674b0c74bfe377a1dac3c655,https://carinx.ir/files/4e9d5d1193a24b35db1c467c948c6324c10eb6dadda0e30b4961a39e5e4dc999.jpg.jpg,hamafarin.ir
6744209b84285d0402741834,تولید کپسول تنفسی تیوتوریوا,نفس زیست فارمد,210000000000,152670720000,197,43.000000,ضمانت‌نامه تعهد پرداخت اصل سرمایه,12 ماهه,2024-12-24T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=6744209b84285d0402741834,https://carinx.ir/files/a4e843cbf89883e8f3b14a3827f23c270812959843a111e727a2525e5e8de615.jpg,karencrowd.com
674af76e493d362a95f75f37,تامین سرمایه در گردش جهت تولید و فرآوری آجیل سفارشی,آنی تک اصفهان,145000000000,145000000000,569,45.000000,ضمانت‌نامه حسن انجام تعهدات,12 ماه,2024-12-20T20:29:00.000Z,671920fb2beca8e06873b117,دونگی,dongi,/api/fund-raises/resolve?id=674af76e493d362a95f75f37,https://carinx.ir/files/cd32fcc9d21f545b0f658a48ab4fb07c72a1fd80f7b95c2de4f74b4d0b2ed12b.jpg.jpg,dongi.ir
